nutrient,accuracy,trainingRegime,repeat,model type
random,-0.0614809068418038,flowRegime,91,RFR
doc,0.1360346643956673,flowRegime,92,RFR
no3,0.140715095687033,flowRegime,92,RFR
tn,0.0562388390043998,flowRegime,92,RFR
tp,-0.0351353032427246,flowRegime,92,RFR
random,-0.070472452050686,flowRegime,92,RFR
doc,0.1370833171130699,flowRegime,93,RFR
no3,0.1531441449373662,flowRegime,93,RFR
tn,0.0359564940436751,flowRegime,93,RFR
tp,-0.0351502424916501,flowRegime,93,RFR
random,-0.1192612719026857,flowRegime,93,RFR
doc,0.0988692230879365,flowRegime,94,RFR
no3,0.1221894053961047,flowRegime,94,RFR
tn,0.0410517885863869,flowRegime,94,RFR
tp,0.0015713949544881,flowRegime,94,RFR
random,-0.0626878112416897,flowRegime,94,RFR
doc,0.0912805210889254,flowRegime,95,RFR
no3,0.1466596419654375,flowRegime,95,RFR
tn,0.0663924243551512,flowRegime,95,RFR
tp,-0.0289746486748792,flowRegime,95,RFR
random,-0.0445537054526306,flowRegime,95,RFR
doc,0.1321121323821645,flowRegime,96,RFR
no3,0.0994710379660912,flowRegime,96,RFR
tn,0.0624874620365001,flowRegime,96,RFR
tp,-0.0111895351685884,flowRegime,96,RFR
random,-0.0908823673620333,flowRegime,96,RFR
doc,0.0891172584738688,flowRegime,97,RFR
no3,0.1568008485191279,flowRegime,97,RFR
tn,0.0080580862147427,flowRegime,97,RFR
tp,0.0082128680914879,flowRegime,97,RFR
random,-0.0866089405627885,flowRegime,97,RFR
doc,0.1323651857969474,flowRegime,98,RFR
no3,0.1253842073196064,flowRegime,98,RFR
tn,0.0579675996797736,flowRegime,98,RFR
tp,-0.0135765790804163,flowRegime,98,RFR
random,-0.0781320954221771,flowRegime,98,RFR
doc,0.0863129616783793,flowRegime,99,RFR
no3,0.1466736922554808,flowRegime,99,RFR
tn,0.0356465179606342,flowRegime,99,RFR
tp,-0.0061012803726885,flowRegime,99,RFR
random,-0.106194946158469,flowRegime,99,RFR
doc,0.1009289777506093,flowRegime,100,GBR
no3,0.0763742811251649,flowRegime,100,GBR
tn,0.0122969469649727,flowRegime,100,GBR
tp,-0.0691539932066236,flowRegime,100,GBR
random,-0.104791764098411,flowRegime,100,GBR
doc,0.0974186422146549,flowRegime,101,GBR
no3,0.0668468714212957,flowRegime,101,GBR
tn,0.0109677035060898,flowRegime,101,GBR
tp,-0.0818512025411453,flowRegime,101,GBR
random,-0.0994196969745606,flowRegime,101,GBR
doc,0.0587725255343668,flowRegime,102,GBR
no3,0.0783313474765915,flowRegime,102,GBR
tn,0.0090428443779578,flowRegime,102,GBR
tp,-0.0663110560802109,flowRegime,102,GBR
random,-0.1122779476028192,flowRegime,102,GBR
doc,0.0623170357902449,flowRegime,103,GBR
no3,0.0794168069320834,flowRegime,103,GBR
tn,0.0142708925233245,flowRegime,103,GBR
tp,-0.0628232707188156,flowRegime,103,GBR
random,-0.0934518601642946,flowRegime,103,GBR
doc,0.0873191673636364,flowRegime,104,GBR
no3,0.084876517472414,flowRegime,104,GBR
tn,0.0127879150132794,flowRegime,104,GBR
tp,-0.0615523700766296,flowRegime,104,GBR
random,-0.1137439219553479,flowRegime,104,GBR
doc,0.0710006745369732,flowRegime,105,GBR
no3,0.0729118537269652,flowRegime,105,GBR
tn,0.0141880458833523,flowRegime,105,GBR
tp,-0.068958824487239,flowRegime,105,GBR
random,-0.1040638154645643,flowRegime,105,GBR
doc,0.0829700001550977,flowRegime,106,GBR
no3,0.0746236029558613,flowRegime,106,GBR
tn,0.0130494353925617,flowRegime,106,GBR
tp,-0.0763876368186426,flowRegime,106,GBR
random,-0.1105712991572411,flowRegime,106,GBR
doc,0.08149838122005,flowRegime,107,GBR
no3,0.0795334357011348,flowRegime,107,GBR
tn,0.0102716278553327,flowRegime,107,GBR
tp,-0.075497618795669,flowRegime,107,GBR
random,-0.0990109704194719,flowRegime,107,GBR
doc,0.0897718720687376,flowRegime,108,GBR
no3,0.0710643768587742,flowRegime,108,GBR
tn,0.0109663495147722,flowRegime,108,GBR
tp,-0.0775023584214535,flowRegime,108,GBR
random,-0.1108411091188872,flowRegime,108,GBR
doc,0.0939030760741783,flowRegime,109,GBR
no3,0.0816371322338344,flowRegime,109,GBR
tn,0.0118489769443157,flowRegime,109,GBR
tp,-0.0767020414973984,flowRegime,109,GBR
random,-0.1029838284810464,flowRegime,109,GBR
doc,0.0685111261707716,flowRegime,110,GBR
no3,0.0885101705875818,flowRegime,110,GBR
tn,0.0099390075323089,flowRegime,110,GBR
tp,-0.0684531322503936,flowRegime,110,GBR
random,-0.1145702532421335,flowRegime,110,GBR
doc,0.0646862335264144,flowRegime,111,GBR
no3,0.0881160826632954,flowRegime,111,GBR
tn,0.0148809032457153,flowRegime,111,GBR
tp,-0.0623364927514247,flowRegime,111,GBR
random,-0.1059878247573331,flowRegime,111,GBR
doc,0.0757469942726033,flowRegime,112,GBR
no3,0.0781580667869585,flowRegime,112,GBR
tn,0.0104839506208802,flowRegime,112,GBR
tp,-0.0705524876668539,flowRegime,112,GBR
random,-0.0984872628162232,flowRegime,112,GBR
doc,0.0956775848192703,flowRegime,113,GBR
no3,0.075862753066229,flowRegime,113,GBR
tn,0.0117094580400832,flowRegime,113,GBR
tp,-0.0635590895002757,flowRegime,113,GBR
random,-0.1205088074114688,flowRegime,113,GBR
doc,0.07218590727688,flowRegime,114,GBR
no3,0.0728755485195464,flowRegime,114,GBR
tn,0.0148128106507183,flowRegime,114,GBR
tp,-0.0716261138607141,flowRegime,114,GBR
random,-0.0935560946737579,flowRegime,114,GBR
doc,0.0780894738727335,flowRegime,115,GBR
no3,0.0705837289720004,flowRegime,115,GBR
tn,0.015953692725834,flowRegime,115,GBR
tp,-0.0766448743491063,flowRegime,115,GBR
random,-0.1045301914360086,flowRegime,115,GBR
doc,0.0579836073015199,flowRegime,116,GBR
no3,0.0841490443926096,flowRegime,116,GBR
tn,0.0152204338598876,flowRegime,116,GBR
tp,-0.0599968263772587,flowRegime,116,GBR
random,-0.1033045570825457,flowRegime,116,GBR
doc,0.0639348231677073,flowRegime,117,GBR
no3,0.0777420374468518,flowRegime,117,GBR
tn,0.0118077083442651,flowRegime,117,GBR
tp,-0.0741208632876757,flowRegime,117,GBR
random,-0.1138545861169268,flowRegime,117,GBR
doc,0.0964882861245262,flowRegime,118,GBR
no3,0.0737781918650521,flowRegime,118,GBR
tn,0.0116152918528193,flowRegime,118,GBR
tp,-0.0803635732773622,flowRegime,118,GBR
random,-0.1145458561125474,flowRegime,118,GBR
doc,0.0707313479429789,flowRegime,119,GBR
no3,0.0716405561368735,flowRegime,119,GBR
tn,0.0092396366367099,flowRegime,119,GBR
tp,-0.0639394328906231,flowRegime,119,GBR
random,-0.1126778331497864,flowRegime,119,GBR
doc,0.0760027539719904,flowRegime,120,GBR
no3,0.0784573820545648,flowRegime,120,GBR
tn,0.0118063770156782,flowRegime,120,GBR
tp,-0.0613840759759292,flowRegime,120,GBR
random,-0.1066013134134991,flowRegime,120,GBR
doc,0.072613300592613,flowRegime,121,GBR
no3,0.0748896782433551,flowRegime,121,GBR
tn,0.0084046204656372,flowRegime,121,GBR
tp,-0.0615436881165378,flowRegime,121,GBR
random,-0.1103129116682857,flowRegime,121,GBR
doc,0.0876025732289721,flowRegime,122,GBR
no3,0.0755989683366858,flowRegime,122,GBR
tn,0.0135241259627173,flowRegime,122,GBR
tp,-0.0806589821334107,flowRegime,122,GBR
random,-0.106786812380321,flowRegime,122,GBR
doc,0.0779813802279207,flowRegime,123,GBR
no3,0.076782439703343,flowRegime,123,GBR
tn,0.0102816794191625,flowRegime,123,GBR
tp,-0.0692878973375714,flowRegime,123,GBR
random,-0.1101790995347382,flowRegime,123,GBR
doc,0.0768928393921126,flowRegime,124,GBR
no3,0.0736585376971398,flowRegime,124,GBR
tn,0.0119760391979177,flowRegime,124,GBR
tp,-0.0590930781022507,flowRegime,124,GBR
random,-0.1095452898838844,flowRegime,124,GBR
doc,0.0835767587255688,flowRegime,125,GBR
no3,0.0748565593871107,flowRegime,125,GBR
tn,0.012672202640661,flowRegime,125,GBR
tp,-0.0762822886345846,flowRegime,125,GBR
random,-0.1277100013495209,flowRegime,125,GBR
doc,0.0731688639879404,flowRegime,126,GBR
no3,0.0728625008868083,flowRegime,126,GBR
tn,0.011168363522381,flowRegime,126,GBR
tp,-0.0588504776845217,flowRegime,126,GBR
random,-0.1166596174857057,flowRegime,126,GBR
doc,0.0817637106029831,flowRegime,127,GBR
no3,0.0693737428117561,flowRegime,127,GBR
tn,0.0109387488265609,flowRegime,127,GBR
tp,-0.0705173072398992,flowRegime,127,GBR
random,-0.1157151915613592,flowRegime,127,GBR
doc,0.0696047826597064,flowRegime,128,GBR
no3,0.0674070759615252,flowRegime,128,GBR
tn,0.0102440271671213,flowRegime,128,GBR
tp,-0.0721760604457486,flowRegime,128,GBR
random,-0.1100622181010988,flowRegime,128,GBR
doc,0.0689885844533786,flowRegime,129,GBR
no3,0.0733371745856902,flowRegime,129,GBR
tn,0.0099764314137744,flowRegime,129,GBR
tp,-0.0619083832415969,flowRegime,129,GBR
random,-0.1130354537664144,flowRegime,129,GBR
doc,0.0730008703779241,flowRegime,130,GBR
no3,0.0753849661877498,flowRegime,130,GBR
tn,0.0131582904500064,flowRegime,130,GBR
tp,-0.0631417921847199,flowRegime,130,GBR
random,-0.1008522330085404,flowRegime,130,GBR
doc,0.0795513728867192,flowRegime,131,GBR
no3,0.0767937947323148,flowRegime,131,GBR
tn,0.0078151917829847,flowRegime,131,GBR
tp,-0.0743351195912414,flowRegime,131,GBR
random,-0.1172797031741621,flowRegime,131,GBR
doc,0.0854242288771868,flowRegime,132,GBR
no3,0.0747621481958994,flowRegime,132,GBR
tn,0.0140165031926855,flowRegime,132,GBR
tp,-0.0606105852242842,flowRegime,132,GBR
random,-0.1050861220585808,flowRegime,132,GBR
doc,0.060783844507424,flowRegime,133,GBR
no3,0.0783458527499332,flowRegime,133,GBR
tn,0.0108052718824154,flowRegime,133,GBR
tp,-0.0811685024232351,flowRegime,133,GBR
random,-0.1052078830815084,flowRegime,133,GBR
doc,0.0719710432922011,flowRegime,134,GBR
no3,0.0742495839335254,flowRegime,134,GBR
tn,0.0079037645890409,flowRegime,134,GBR
tp,-0.0639523752521435,flowRegime,134,GBR
random,-0.087069562093951,flowRegime,134,GBR
doc,0.0938223860701117,flowRegime,135,GBR
no3,0.0742630454182321,flowRegime,135,GBR
tn,0.0098875979756823,flowRegime,135,GBR
tp,-0.0708192112852799,flowRegime,135,GBR
random,-0.0981892916682194,flowRegime,135,GBR
doc,0.0824274469732374,flowRegime,136,GBR
no3,0.0765635354607178,flowRegime,136,GBR
tn,0.0146884052264661,flowRegime,136,GBR
tp,-0.0785811031307874,flowRegime,136,GBR
random,-0.1147915882043146,flowRegime,136,GBR
doc,0.0686170946520229,flowRegime,137,GBR
no3,0.0871708403828117,flowRegime,137,GBR
tn,0.0112195784683822,flowRegime,137,GBR
tp,-0.083368417234682,flowRegime,137,GBR
random,-0.1155456394362728,flowRegime,137,GBR
doc,0.0889134484931083,flowRegime,138,GBR
no3,0.0747266627256255,flowRegime,138,GBR
tn,0.0139899711712366,flowRegime,138,GBR
tp,-0.0664224191262121,flowRegime,138,GBR
random,-0.1022448696311111,flowRegime,138,GBR
doc,0.0693912667842205,flowRegime,139,GBR
no3,0.0764795266308325,flowRegime,139,GBR
tn,0.0125006599499942,flowRegime,139,GBR
tp,-0.0717151818315153,flowRegime,139,GBR
random,-0.1105135729001893,flowRegime,139,GBR
doc,0.0667748722972489,flowRegime,140,GBR
no3,0.0728837708289253,flowRegime,140,GBR
tn,0.0105258218880031,flowRegime,140,GBR
tp,-0.0765594847380366,flowRegime,140,GBR
random,-0.1062767339227672,flowRegime,140,GBR
doc,0.0838042177004166,flowRegime,141,GBR
no3,0.0796554288051907,flowRegime,141,GBR
tn,0.0118063770156782,flowRegime,141,GBR
tp,-0.0616680670566396,flowRegime,141,GBR
random,-0.1178801316839694,flowRegime,141,GBR
doc,0.0918182992773889,flowRegime,142,GBR
no3,0.0708244439985555,flowRegime,142,GBR
tn,0.0096181249958974,flowRegime,142,GBR
tp,-0.0577780849508868,flowRegime,142,GBR
random,-0.1280594817514517,flowRegime,142,GBR
doc,0.0708335561656307,flowRegime,143,GBR
no3,0.0787837236313648,flowRegime,143,GBR
tn,0.0142247375388616,flowRegime,143,GBR
tp,-0.0748560749601401,flowRegime,143,GBR
random,-0.103840915838391,flowRegime,143,GBR
doc,0.0827566634050217,flowRegime,144,GBR
no3,0.0778229823549963,flowRegime,144,GBR
tn,0.0120470383693768,flowRegime,144,GBR
tp,-0.0688386390160293,flowRegime,144,GBR
random,-0.1128109492090712,flowRegime,144,GBR
doc,0.0626640622172846,flowRegime,145,GBR
no3,0.0736871244022201,flowRegime,145,GBR
tn,0.010796160815423,flowRegime,145,GBR
tp,-0.0592751188626994,flowRegime,145,GBR
random,-0.1076693294037598,flowRegime,145,GBR
doc,0.0933901135849631,flowRegime,146,GBR
no3,0.0811882983211353,flowRegime,146,GBR
tn,0.0108436549859629,flowRegime,146,GBR
tp,-0.0668003803648886,flowRegime,146,GBR
random,-0.1154938167838719,flowRegime,146,GBR
doc,0.0583506621765014,flowRegime,147,GBR
no3,0.0696982473875629,flowRegime,147,GBR
tn,0.0120191865791797,flowRegime,147,GBR
tp,-0.0843001339641282,flowRegime,147,GBR
random,-0.1123549306511637,flowRegime,147,GBR
doc,0.095668084563096,flowRegime,148,GBR
no3,0.0815329818834125,flowRegime,148,GBR
tn,0.0162295813938542,flowRegime,148,GBR
tp,-0.0796772933825415,flowRegime,148,GBR
random,-0.1019270887259951,flowRegime,148,GBR
doc,0.1005751182783901,flowRegime,149,GBR
no3,0.0827990660526347,flowRegime,149,GBR
tn,0.0123100135122589,flowRegime,149,GBR
tp,-0.0702610791744744,flowRegime,149,GBR
random,-0.0944219106051877,flowRegime,149,GBR
doc,0.0783845896612139,flowRegime,150,GBR
no3,0.075571453113306,flowRegime,150,GBR
tn,0.0145168625357993,flowRegime,150,GBR
tp,-0.0589667326109386,flowRegime,150,GBR
random,-0.1107016110909595,flowRegime,150,GBR
doc,0.0712585336763927,flowRegime,151,GBR
no3,0.0694550238675286,flowRegime,151,GBR
tn,0.0131670596657004,flowRegime,151,GBR
tp,-0.0682683980570963,flowRegime,151,GBR
random,-0.1011364777602208,flowRegime,151,GBR
doc,0.0746772066439346,flowRegime,152,GBR
no3,0.0747842738332646,flowRegime,152,GBR
tn,0.0115561028437154,flowRegime,152,GBR
tp,-0.0763328382852224,flowRegime,152,GBR
random,-0.0927543950860085,flowRegime,152,GBR
doc,0.0708995474870867,flowRegime,153,GBR
no3,0.0790758107742148,flowRegime,153,GBR
tn,0.0145869266672636,flowRegime,153,GBR
tp,-0.0872764543216406,flowRegime,153,GBR
random,-0.108274715343283,flowRegime,153,GBR
doc,0.0770881365184597,flowRegime,154,GBR
no3,0.0712074289325208,flowRegime,154,GBR
tn,0.0141084608996502,flowRegime,154,GBR
tp,-0.0734079494957842,flowRegime,154,GBR
random,-0.093924364231188,flowRegime,154,GBR
doc,0.0726422928796235,flowRegime,155,GBR
no3,0.0714479900588435,flowRegime,155,GBR
tn,0.0110608875254186,flowRegime,155,GBR
tp,-0.0849796617828682,flowRegime,155,GBR
random,-0.111392980104293,flowRegime,155,GBR
doc,0.079282811504556,flowRegime,156,GBR
no3,0.083457678585271,flowRegime,156,GBR
tn,0.0116348343250113,flowRegime,156,GBR
tp,-0.0673074417253503,flowRegime,156,GBR
random,-0.1171365126768149,flowRegime,156,GBR
doc,0.078109934407142,flowRegime,157,GBR
no3,0.0740560914717889,flowRegime,157,GBR
tn,0.0095673571650775,flowRegime,157,GBR
tp,-0.0689566811711919,flowRegime,157,GBR
random,-0.1103351303149724,flowRegime,157,GBR
doc,0.0637119072443714,flowRegime,158,GBR
no3,0.0701750717361407,flowRegime,158,GBR
tn,0.0088269456568491,flowRegime,158,GBR
tp,-0.0744252918504719,flowRegime,158,GBR
random,-0.1019430047511771,flowRegime,158,GBR
doc,0.0726651345744421,flowRegime,159,GBR
no3,0.0800786501805974,flowRegime,159,GBR
tn,0.0072243686556914,flowRegime,159,GBR
tp,-0.0729514765058174,flowRegime,159,GBR
random,-0.1247525243922518,flowRegime,159,GBR
doc,0.0757084177625369,flowRegime,160,GBR
no3,0.0807623587059001,flowRegime,160,GBR
tn,0.0116348343250113,flowRegime,160,GBR
tp,-0.0681557201228653,flowRegime,160,GBR
random,-0.1126208598446667,flowRegime,160,GBR
doc,0.0836249991600759,flowRegime,161,GBR
no3,0.0697999880900231,flowRegime,161,GBR
tn,0.0150591386782731,flowRegime,161,GBR
tp,-0.0690353525304121,flowRegime,161,GBR
random,-0.1066204083009618,flowRegime,161,GBR
doc,0.0560043697341584,flowRegime,162,GBR
no3,0.091878920122537,flowRegime,162,GBR
tn,0.0112739765251962,flowRegime,162,GBR
tp,-0.0599257159350004,flowRegime,162,GBR
random,-0.1195020737460192,flowRegime,162,GBR
doc,0.093218409697755,flowRegime,163,GBR
no3,0.0796034869854298,flowRegime,163,GBR
tn,0.0096243125744469,flowRegime,163,GBR
tp,-0.0634792602030664,flowRegime,163,GBR
random,-0.1184934973035942,flowRegime,163,GBR
doc,0.0757971549638052,flowRegime,164,GBR
no3,0.0805042243808444,flowRegime,164,GBR
tn,0.0142708925233245,flowRegime,164,GBR
tp,-0.0592943640707033,flowRegime,164,GBR
random,-0.1336658322912356,flowRegime,164,GBR
doc,0.086169820837354,flowRegime,165,GBR
no3,0.0826524375569555,flowRegime,165,GBR
tn,0.0090949460271246,flowRegime,165,GBR
tp,-0.0679928392332001,flowRegime,165,GBR
random,-0.1082677240085383,flowRegime,165,GBR
doc,0.0972392992345083,flowRegime,166,GBR
no3,0.0843059894430151,flowRegime,166,GBR
tn,0.0139649203495684,flowRegime,166,GBR
tp,-0.0704480598990602,flowRegime,166,GBR
random,-0.1082514348301824,flowRegime,166,GBR
doc,0.0934405081469872,flowRegime,167,GBR
no3,0.0782990087174265,flowRegime,167,GBR
tn,0.0065296469962519,flowRegime,167,GBR
tp,-0.0678971920906952,flowRegime,167,GBR
random,-0.0954152325284127,flowRegime,167,GBR
doc,0.0629663132797885,flowRegime,168,GBR
no3,0.0801798381982127,flowRegime,168,GBR
tn,0.010938748826561,flowRegime,168,GBR
tp,-0.0702969228707361,flowRegime,168,GBR
random,-0.0897673293700487,flowRegime,168,GBR
doc,0.0733460892172581,flowRegime,169,GBR
no3,0.0731173318744248,flowRegime,169,GBR
tn,0.0156710233933974,flowRegime,169,GBR
tp,-0.0659286973501001,flowRegime,169,GBR
random,-0.116152648755776,flowRegime,169,GBR
doc,0.0742159989940709,flowRegime,170,GBR
no3,0.0821932069018273,flowRegime,170,GBR
tn,0.0139852220537423,flowRegime,170,GBR
tp,-0.0672832401945391,flowRegime,170,GBR
random,-0.1133485715874365,flowRegime,170,GBR
doc,0.0742214975628119,flowRegime,171,GBR
no3,0.07774187450749,flowRegime,171,GBR
tn,0.0086554029661822,flowRegime,171,GBR
tp,-0.0759042397149456,flowRegime,171,GBR
random,-0.1103840229988588,flowRegime,171,GBR
doc,0.085607533761417,flowRegime,172,GBR
no3,0.0763235515275749,flowRegime,172,GBR
tn,0.0121475818885846,flowRegime,172,GBR
tp,-0.0657564858212587,flowRegime,172,GBR
random,-0.1277231360157984,flowRegime,172,GBR
doc,0.0928896513183817,flowRegime,173,GBR
no3,0.0716652665947802,flowRegime,173,GBR
tn,0.0097896676865644,flowRegime,173,GBR
tp,-0.0739698880789274,flowRegime,173,GBR
random,-0.1291818541971434,flowRegime,173,GBR
doc,0.0975043152469423,flowRegime,174,GBR
no3,0.0767826206742299,flowRegime,174,GBR
tn,0.011508663095172,flowRegime,174,GBR
tp,-0.0819933103218519,flowRegime,174,GBR
random,-0.1049843324382875,flowRegime,174,GBR
doc,0.07489936102625,flowRegime,175,GBR
no3,0.076600130655746,flowRegime,175,GBR
tn,0.0161713827365113,flowRegime,175,GBR
tp,-0.0625704392236894,flowRegime,175,GBR
random,-0.1233894888933306,flowRegime,175,GBR
doc,0.0900010628749311,flowRegime,176,GBR
no3,0.0687189485532594,flowRegime,176,GBR
tn,0.0142800035903168,flowRegime,176,GBR
tp,-0.0610209904674006,flowRegime,176,GBR
random,-0.1232806453988899,flowRegime,176,GBR
doc,0.0719435501098937,flowRegime,177,GBR
no3,0.0772815814938314,flowRegime,177,GBR
tn,0.010037022290442,flowRegime,177,GBR
tp,-0.0753033775803611,flowRegime,177,GBR
random,-0.1154277649838684,flowRegime,177,GBR
doc,0.0534208535813036,flowRegime,178,GBR
no3,0.0765215862187096,flowRegime,178,GBR
tn,0.0097375660373977,flowRegime,178,GBR
tp,-0.0713108590235778,flowRegime,178,GBR
random,-0.1167172057444021,flowRegime,178,GBR
doc,0.0725931026249367,flowRegime,179,GBR
no3,0.0838376237294079,flowRegime,179,GBR
tn,0.0090489901989746,flowRegime,179,GBR
tp,-0.0799101674011955,flowRegime,179,GBR
random,-0.1256776306142391,flowRegime,179,GBR
doc,0.0919716410517099,flowRegime,180,GBR
no3,0.0827392884811226,flowRegime,180,GBR
tn,0.0127152412944222,flowRegime,180,GBR
tp,-0.0605738724504425,flowRegime,180,GBR
random,-0.1112783983742757,flowRegime,180,GBR
doc,0.0883453918776181,flowRegime,181,GBR
no3,0.0697456108339885,flowRegime,181,GBR
tn,0.0097896676865641,flowRegime,181,GBR
tp,-0.0815170915410492,flowRegime,181,GBR
random,-0.1187984453603492,flowRegime,181,GBR
doc,0.0848758682260749,flowRegime,182,GBR
no3,0.0733103071572001,flowRegime,182,GBR
tn,0.0090949460271245,flowRegime,182,GBR
tp,-0.077096859006132,flowRegime,182,GBR
random,-0.1214802681525164,flowRegime,182,GBR
doc,0.0806582200993329,flowRegime,183,GBR
no3,0.0697320788346383,flowRegime,183,GBR
tn,0.0109265681658401,flowRegime,183,GBR
tp,-0.0616932318269802,flowRegime,183,GBR
random,-0.1119184670573962,flowRegime,183,GBR
doc,0.0963284123475231,flowRegime,184,GBR
no3,0.0816035916019669,flowRegime,184,GBR
tn,0.0110807228715099,flowRegime,184,GBR
tp,-0.0808688948645164,flowRegime,184,GBR
random,-0.1016749535539414,flowRegime,184,GBR
doc,0.0600833672017453,flowRegime,185,GBR
no3,0.0720601686830733,flowRegime,185,GBR
tn,0.0112817562636018,flowRegime,185,GBR
tp,-0.0584373316360973,flowRegime,185,GBR
random,-0.1031649234902372,flowRegime,185,GBR
doc,0.0644488660564198,flowRegime,186,GBR
no3,0.0686925232896105,flowRegime,186,GBR
tn,0.016171382736511,flowRegime,186,GBR
tp,-0.0583491683746992,flowRegime,186,GBR
random,-0.0999593889358325,flowRegime,186,GBR
doc,0.0496715593242306,flowRegime,187,GBR
no3,0.0793877890874852,flowRegime,187,GBR
tn,0.012715241294422,flowRegime,187,GBR
tp,-0.0659268069834324,flowRegime,187,GBR
random,-0.1121372451399107,flowRegime,187,GBR
doc,0.0519411659830953,flowRegime,188,GBR
no3,0.0743587185219321,flowRegime,188,GBR
tn,0.0161870873324184,flowRegime,188,GBR
tp,-0.0564771202457725,flowRegime,188,GBR
random,-0.0920189137451283,flowRegime,188,GBR
doc,0.0921679499225137,flowRegime,189,GBR
no3,0.0824041697709823,flowRegime,189,GBR
tn,0.0129931104077161,flowRegime,189,GBR
tp,-0.06119676912762,flowRegime,189,GBR
random,-0.0866706588030625,flowRegime,189,GBR
doc,0.0697036745955329,flowRegime,190,GBR
no3,0.0716908380993719,flowRegime,190,GBR
tn,0.0120191865791798,flowRegime,190,GBR
tp,-0.0739723389029562,flowRegime,190,GBR
random,-0.1046833881454418,flowRegime,190,GBR
doc,0.0904807210321191,flowRegime,191,GBR
no3,0.07441892416822,flowRegime,191,GBR
tn,0.01386178132514,flowRegime,191,GBR
tp,-0.0723173576654552,flowRegime,191,GBR
random,-0.1183573547156495,flowRegime,191,GBR
doc,0.0881070795698478,flowRegime,192,GBR
no3,0.0801553384124823,flowRegime,192,GBR
tn,0.0145750611931423,flowRegime,192,GBR
tp,-0.0756356310916914,flowRegime,192,GBR
random,-0.0965254623796598,flowRegime,192,GBR
doc,0.0917220106228633,flowRegime,193,GBR
no3,0.0815615938447844,flowRegime,193,GBR
tn,0.0121541305832592,flowRegime,193,GBR
tp,-0.0690836527097245,flowRegime,193,GBR
random,-0.1048599145165669,flowRegime,193,GBR
doc,0.0765639874332493,flowRegime,194,GBR
no3,0.0670826870164503,flowRegime,194,GBR
tn,0.0150438625886213,flowRegime,194,GBR
tp,-0.0687590891831511,flowRegime,194,GBR
random,-0.1147957675797273,flowRegime,194,GBR
doc,0.0686755996261018,flowRegime,195,GBR
no3,0.0843870992039446,flowRegime,195,GBR
tn,0.012310013512259,flowRegime,195,GBR
tp,-0.0756041405307679,flowRegime,195,GBR
random,-0.1091838904453683,flowRegime,195,GBR
doc,0.082514005073753,flowRegime,196,GBR
no3,0.0710990260415274,flowRegime,196,GBR
tn,0.0146289968198579,flowRegime,196,GBR
tp,-0.0783293232275936,flowRegime,196,GBR
random,-0.0987405280248845,flowRegime,196,GBR
doc,0.0656621619961365,flowRegime,197,GBR
no3,0.0722807900059736,flowRegime,197,GBR
tn,0.0113717666068532,flowRegime,197,GBR
tp,-0.0777795199304576,flowRegime,197,GBR
random,-0.1109866069201368,flowRegime,197,GBR
doc,0.0917486305560105,flowRegime,198,GBR
no3,0.0768527160165917,flowRegime,198,GBR
tn,0.0082330777749703,flowRegime,198,GBR
tp,-0.0618835410390365,flowRegime,198,GBR
random,-0.0992784882533353,flowRegime,198,GBR
doc,0.0620688670673765,flowRegime,199,GBR
no3,0.0813774362618625,flowRegime,199,GBR
tn,0.0147584693579304,flowRegime,199,GBR
tp,-0.0789201348549266,flowRegime,199,GBR
random,-0.1098038801832064,flowRegime,199,GBR
doc,-0.1023071520674767,random,0,RFR
no3,0.0166972775934152,random,0,RFR
tn,0.0042034418089539,random,0,RFR
tp,0.0356704830934182,random,0,RFR
random,-0.0076071614076893,random,0,RFR
doc,-0.0550691148880728,random,1,RFR
no3,-0.0194466111266191,random,1,RFR
tn,0.0242346862512843,random,1,RFR
tp,0.0142423514147059,random,1,RFR
random,-0.0524782884458148,random,1,RFR
doc,-0.1058756767690969,random,2,RFR
no3,-0.0089941779760756,random,2,RFR
tn,0.0166004654433201,random,2,RFR
tp,0.0294361450692315,random,2,RFR
random,0.0153706641126635,random,2,RFR
doc,-0.0362208512846018,random,3,RFR
no3,0.0083772292210098,random,3,RFR
tn,-0.0156697425532634,random,3,RFR
tp,0.0033698832996537,random,3,RFR
random,-0.0342069213585292,random,3,RFR
doc,-0.0518548967853611,random,4,RFR
no3,0.0215955691275149,random,4,RFR
tn,0.0307973094540517,random,4,RFR
tp,0.0473900554825242,random,4,RFR
random,-0.0277337388451675,random,4,RFR
doc,-0.0440011426791995,random,5,RFR
no3,-0.0532784067425462,random,5,RFR
tn,0.0170821420329244,random,5,RFR
tp,0.0383345428130004,random,5,RFR
random,-0.00338803163923,random,5,RFR
doc,-0.1191967020392175,random,6,RFR
no3,-0.0326770217277696,random,6,RFR
tn,0.0426243191215806,random,6,RFR
tp,0.0248696684082276,random,6,RFR
random,0.0099696987519373,random,6,RFR
doc,-0.095183693173791,random,7,RFR
no3,-0.0169978312029834,random,7,RFR
tn,0.0431652051325448,random,7,RFR
tp,0.0442936354978458,random,7,RFR
random,0.0080587326449772,random,7,RFR
doc,-0.0493102118876702,random,8,RFR
no3,-0.0165809538807153,random,8,RFR
tn,0.0373388005553246,random,8,RFR
tp,0.0243980329088107,random,8,RFR
random,-0.0125151898987569,random,8,RFR
doc,-0.0853564121703522,random,9,RFR
