nutrient,accuracy,trainingRegime,repeat,model type
doc,0.511616645333944,full,30,RFR
no3,0.3428131473682096,full,30,RFR
tn,0.6733824972463935,full,30,RFR
tp,0.5407581037159024,full,30,RFR
random,-0.1345616944629719,full,30,RFR
doc,0.5072486043428387,full,31,RFR
no3,0.3608897051367927,full,31,RFR
tn,0.6593908816899765,full,31,RFR
tp,0.5497271543048012,full,31,RFR
random,-0.1371553983740074,full,31,RFR
doc,0.5098334864096622,full,32,RFR
no3,0.3747858130780088,full,32,RFR
tn,0.6880639893331032,full,32,RFR
tp,0.5257318910105735,full,32,RFR
random,-0.1016674278135614,full,32,RFR
doc,0.5163446052595948,full,33,RFR
no3,0.3279255555043768,full,33,RFR
tn,0.6714133514072927,full,33,RFR
tp,0.5527437133580639,full,33,RFR
random,-0.1000815437937709,full,33,RFR
doc,0.5101301817452377,full,34,RFR
no3,0.3468595892728044,full,34,RFR
tn,0.6895106638589072,full,34,RFR
tp,0.5382403999203782,full,34,RFR
random,-0.0830335146507432,full,34,RFR
doc,0.5061514732253745,full,35,RFR
no3,0.3361611727958146,full,35,RFR
tn,0.6620160298642338,full,35,RFR
tp,0.5391026732881086,full,35,RFR
random,-0.129794436805428,full,35,RFR
doc,0.5577283620873111,full,36,RFR
no3,0.3470241589030483,full,36,RFR
tn,0.682986360196445,full,36,RFR
tp,0.5202196028032617,full,36,RFR
random,-0.1440723272941433,full,36,RFR
doc,0.5414502845002751,full,37,RFR
no3,0.3565113101658651,full,37,RFR
tn,0.6716498621947468,full,37,RFR
tp,0.5440765328101476,full,37,RFR
random,-0.1048135673019454,full,37,RFR
doc,0.5288702586965326,full,38,RFR
no3,0.3214131976633443,full,38,RFR
tn,0.6967754979293485,full,38,RFR
tp,0.5556597829298662,full,38,RFR
random,-0.0810590893362808,full,38,RFR
doc,0.5307256657187829,full,39,RFR
no3,0.3200570132111974,full,39,RFR
tn,0.6759257513436631,full,39,RFR
tp,0.5518753230081949,full,39,RFR
random,-0.1083017991353709,full,39,RFR
doc,0.5396741154789558,full,40,RFR
no3,0.3365100270644561,full,40,RFR
tn,0.6835046233020841,full,40,RFR
tp,0.5480263467992887,full,40,RFR
random,-0.1099657981340975,full,40,RFR
doc,0.5051029430157197,full,41,RFR
no3,0.3472166323333837,full,41,RFR
tn,0.6803022606722211,full,41,RFR
tp,0.5505694879124354,full,41,RFR
random,-0.1219091627709223,full,41,RFR
doc,0.5074298310089327,full,42,RFR
no3,0.3611261408357037,full,42,RFR
tn,0.6647445636494491,full,42,RFR
tp,0.5483394348288542,full,42,RFR
random,-0.1103312782632028,full,42,RFR
doc,0.5225271562129126,full,43,RFR
no3,0.3405157449661254,full,43,RFR
tn,0.6686641513096372,full,43,RFR
tp,0.5430230112813083,full,43,RFR
random,-0.1098850507277979,full,43,RFR
doc,0.5214575848047258,full,44,RFR
no3,0.32523310132556,full,44,RFR
tn,0.6757476861847382,full,44,RFR
tp,0.5449101524739443,full,44,RFR
random,-0.1175356388932915,full,44,RFR
doc,0.5209425452261813,full,45,RFR
no3,0.3198856570766869,full,45,RFR
tn,0.6606954659131175,full,45,RFR
tp,0.5363663292539598,full,45,RFR
random,-0.1088822153133528,full,45,RFR
doc,0.5093810105225911,full,46,RFR
no3,0.3529340347604238,full,46,RFR
tn,0.6791345770929447,full,46,RFR
tp,0.5460504553782771,full,46,RFR
random,-0.1042235906562045,full,46,RFR
doc,0.5151658985871377,full,47,RFR
no3,0.3428645273827626,full,47,RFR
tn,0.6915888990722442,full,47,RFR
tp,0.5509853184647727,full,47,RFR
random,-0.1075972751623288,full,47,RFR
doc,0.5136500302822706,full,48,RFR
no3,0.3500360385672286,full,48,RFR
tn,0.6909690431766787,full,48,RFR
tp,0.542556155107029,full,48,RFR
random,-0.1136155548327277,full,48,RFR
doc,0.5063340809752646,full,49,RFR
no3,0.3599752690906156,full,49,RFR
tn,0.6860239474981791,full,49,RFR
tp,0.53176365886447,full,49,RFR
random,-0.1404242027386213,full,49,RFR
doc,0.520845073121563,full,50,RFR
no3,0.3662156553672476,full,50,RFR
tn,0.6815561306452254,full,50,RFR
tp,0.553766461936884,full,50,RFR
random,-0.1564607809418254,full,50,RFR
doc,0.5155583914372841,full,51,RFR
no3,0.3542091249855623,full,51,RFR
tn,0.6827860357136999,full,51,RFR
tp,0.5411263113033299,full,51,RFR
random,-0.1353325997618601,full,51,RFR
doc,0.4958316064176673,full,52,RFR
no3,0.3476635440165797,full,52,RFR
tn,0.6821298801564175,full,52,RFR
tp,0.5394817568429825,full,52,RFR
random,-0.1218472758098963,full,52,RFR
doc,0.5365244902310423,full,53,RFR
no3,0.3165070509434209,full,53,RFR
tn,0.6904215575208126,full,53,RFR
tp,0.5318417329925114,full,53,RFR
random,-0.0889493949280304,full,53,RFR
doc,0.506984411961516,full,54,RFR
no3,0.3592130211830002,full,54,RFR
tn,0.6802326727053163,full,54,RFR
tp,0.5320926113028153,full,54,RFR
random,-0.118832469659238,full,54,RFR
doc,0.5115380910648357,full,55,RFR
no3,0.3493632468849744,full,55,RFR
tn,0.6761773272959556,full,55,RFR
tp,0.53633305816653,full,55,RFR
random,-0.1206796866463326,full,55,RFR
doc,0.5284533302247935,full,56,RFR
no3,0.3433079270039121,full,56,RFR
tn,0.681772403010347,full,56,RFR
tp,0.5378956862967017,full,56,RFR
random,-0.1178545221619322,full,56,RFR
doc,0.4929224782896857,full,57,RFR
no3,0.3221629334823882,full,57,RFR
tn,0.680025481128836,full,57,RFR
tp,0.562923121529801,full,57,RFR
random,-0.1392112297742911,full,57,RFR
doc,0.5324821077238577,full,58,RFR
no3,0.3408175787443686,full,58,RFR
tn,0.6830730549463131,full,58,RFR
tp,0.5509339967141229,full,58,RFR
random,-0.1241322920563392,full,58,RFR
doc,0.5171624476426266,full,59,RFR
no3,0.351163250601847,full,59,RFR
tn,0.6905024580629773,full,59,RFR
tp,0.5300065737207904,full,59,RFR
random,-0.0767775490673694,full,59,RFR
doc,0.4920930665363926,full,60,RFR
no3,0.3508832751058013,full,60,RFR
tn,0.6785993630767039,full,60,RFR
tp,0.5347290913805136,full,60,RFR
random,-0.1289316567941021,full,60,RFR
doc,0.5063093584709573,full,61,RFR
no3,0.3412299402488062,full,61,RFR
tn,0.6732248055551588,full,61,RFR
tp,0.5285236994299345,full,61,RFR
random,-0.1176949714804764,full,61,RFR
doc,0.5145088928532254,full,62,RFR
no3,0.3514058820179399,full,62,RFR
tn,0.6822324084587836,full,62,RFR
tp,0.5498246169406611,full,62,RFR
random,-0.1105129504410673,full,62,RFR
doc,0.5084273948183264,full,63,RFR
no3,0.3447461006957584,full,63,RFR
tn,0.6939736682083653,full,63,RFR
tp,0.5451045330362443,full,63,RFR
random,-0.1239160687000857,full,63,RFR
doc,0.5045800217804108,full,64,RFR
no3,0.3326513815140179,full,64,RFR
tn,0.6771571131845744,full,64,RFR
tp,0.5383178355372479,full,64,RFR
random,-0.1217027319386252,full,64,RFR
doc,0.5335943610785007,full,65,RFR
no3,0.3562299954041146,full,65,RFR
tn,0.676718780706092,full,65,RFR
tp,0.5312826781561835,full,65,RFR
random,-0.1481500309785322,full,65,RFR
doc,0.5038119138802619,full,66,RFR
no3,0.3312440225422789,full,66,RFR
tn,0.680677343979922,full,66,RFR
tp,0.5332835756796397,full,66,RFR
random,-0.1239655139253124,full,66,RFR
doc,0.5015453161951778,full,67,RFR
no3,0.3272998113497036,full,67,RFR
tn,0.6683989951037542,full,67,RFR
tp,0.5503520528466594,full,67,RFR
random,-0.1229637879821443,full,67,RFR
doc,0.5170707641127996,full,68,RFR
no3,0.340888015785439,full,68,RFR
tn,0.6742255903014591,full,68,RFR
tp,0.5689401760165682,full,68,RFR
random,-0.1431717768084597,full,68,RFR
doc,0.4997494964745843,full,69,RFR
no3,0.3726226879469433,full,69,RFR
tn,0.6818424638226612,full,69,RFR
tp,0.5591129297435472,full,69,RFR
random,-0.1345906306322071,full,69,RFR
doc,0.496960139921564,full,70,RFR
no3,0.3456206209340973,full,70,RFR
tn,0.6890946491957521,full,70,RFR
tp,0.5492341198634783,full,70,RFR
random,-0.1078492581555568,full,70,RFR
doc,0.5085013763100066,full,71,RFR
no3,0.3547993656843979,full,71,RFR
tn,0.6684777595005333,full,71,RFR
tp,0.5317060540103298,full,71,RFR
random,-0.1258808023474737,full,71,RFR
doc,0.5198869987063799,full,72,RFR
no3,0.3651621461188334,full,72,RFR
tn,0.6748163157816731,full,72,RFR
tp,0.5473409878406913,full,72,RFR
random,-0.1411439334354636,full,72,RFR
doc,0.524941650716628,full,73,RFR
no3,0.3503845313148657,full,73,RFR
tn,0.6748387610847004,full,73,RFR
tp,0.5469363086330361,full,73,RFR
random,-0.1141898763871547,full,73,RFR
doc,0.4936402501705439,full,74,RFR
no3,0.3492058674725439,full,74,RFR
tn,0.6699236318575823,full,74,RFR
tp,0.5615916302623025,full,74,RFR
random,-0.0884723821122677,full,74,RFR
doc,0.4968124180390777,full,75,RFR
no3,0.3491713557903074,full,75,RFR
tn,0.6839167898378911,full,75,RFR
tp,0.5481360817723504,full,75,RFR
random,-0.117811888697823,full,75,RFR
doc,0.5215184302486233,full,76,RFR
no3,0.3326066878466374,full,76,RFR
tn,0.6694818774959106,full,76,RFR
tp,0.5373960776143711,full,76,RFR
random,-0.1357141100620023,full,76,RFR
doc,0.5409214970367322,full,77,RFR
no3,0.3474488762578784,full,77,RFR
tn,0.6867058367599177,full,77,RFR
tp,0.5466662854878664,full,77,RFR
random,-0.1196558171208004,full,77,RFR
doc,0.5246485971683316,full,78,RFR
no3,0.3397628050890109,full,78,RFR
tn,0.6874732710557788,full,78,RFR
tp,0.5694327522863174,full,78,RFR
random,-0.127767929924633,full,78,RFR
doc,0.4997287623364066,full,79,RFR
no3,0.3551336511447299,full,79,RFR
tn,0.676559771106656,full,79,RFR
tp,0.5400120012980901,full,79,RFR
random,-0.1211836680293945,full,79,RFR
doc,0.5043142975213628,full,80,RFR
no3,0.319789084643329,full,80,RFR
tn,0.679169978162145,full,80,RFR
tp,0.5623160876652223,full,80,RFR
random,-0.1179956284132799,full,80,RFR
doc,0.515965794020123,full,81,RFR
no3,0.3205701767463368,full,81,RFR
tn,0.6862847538199284,full,81,RFR
tp,0.5412504736627431,full,81,RFR
random,-0.1162296820318822,full,81,RFR
doc,0.5009324673599937,full,82,RFR
no3,0.3378103392105995,full,82,RFR
tn,0.6787786574034991,full,82,RFR
tp,0.5267885099475842,full,82,RFR
random,-0.1165499719211196,full,82,RFR
doc,0.516916919795904,full,83,RFR
no3,0.351606106699553,full,83,RFR
tn,0.6791373217617058,full,83,RFR
tp,0.5566387296230624,full,83,RFR
random,-0.1179441182990488,full,83,RFR
doc,0.5089580565132603,full,84,RFR
no3,0.3195658752999323,full,84,RFR
tn,0.6695967964560114,full,84,RFR
tp,0.537902608348708,full,84,RFR
random,-0.1060473319708295,full,84,RFR
doc,0.537019863151786,full,85,RFR
no3,0.335980829340329,full,85,RFR
tn,0.6854793691038953,full,85,RFR
tp,0.533919952043796,full,85,RFR
random,-0.0968969168512474,full,85,RFR
doc,0.5342516106542285,full,86,RFR
no3,0.3695370196849027,full,86,RFR
tn,0.681132985650327,full,86,RFR
tp,0.54758461204842,full,86,RFR
random,-0.132492004435494,full,86,RFR
doc,0.5392925198496199,full,87,RFR
no3,0.3428761652192664,full,87,RFR
tn,0.679242093418778,full,87,RFR
tp,0.5284049371191436,full,87,RFR
random,-0.111481174570885,full,87,RFR
doc,0.5191192873469108,full,88,RFR
no3,0.3557481944691156,full,88,RFR
tn,0.6815890941276912,full,88,RFR
tp,0.5473172248240639,full,88,RFR
random,-0.1309590739662984,full,88,RFR
doc,0.5127841963397421,full,89,RFR
no3,0.3577624939520606,full,89,RFR
tn,0.6865571999435165,full,89,RFR
tp,0.5455970583594789,full,89,RFR
random,-0.1164963884640286,full,89,RFR
doc,0.5031090952063544,full,90,RFR
no3,0.380640265396813,full,90,RFR
tn,0.6760993651475525,full,90,RFR
tp,0.5601238209339122,full,90,RFR
random,-0.126295270653687,full,90,RFR
doc,0.5225724414598221,full,91,RFR
no3,0.3353169483601464,full,91,RFR
tn,0.6814383294414801,full,91,RFR
tp,0.5478555469367883,full,91,RFR
random,-0.1152368217484836,full,91,RFR
doc,0.5369876776325467,full,92,RFR
no3,0.3669073984565753,full,92,RFR
tn,0.6873012286274813,full,92,RFR
tp,0.5450861952895234,full,92,RFR
random,-0.1178203468938146,full,92,RFR
doc,0.5139924223596787,full,93,RFR
no3,0.3246025436706484,full,93,RFR
tn,0.6812362874696073,full,93,RFR
tp,0.5495756998762551,full,93,RFR
random,-0.1313023019321715,full,93,RFR
doc,0.5238390187980877,full,94,RFR
no3,0.3378044365181315,full,94,RFR
tn,0.6901285067641272,full,94,RFR
tp,0.5420063531456071,full,94,RFR
random,-0.1049956495810773,full,94,RFR
doc,0.5288621533342013,full,95,RFR
no3,0.362567526632529,full,95,RFR
tn,0.6892698550217046,full,95,RFR
tp,0.5509724499949877,full,95,RFR
random,-0.1392738085541205,full,95,RFR
doc,0.5229987910940422,full,96,RFR
no3,0.3479046703211663,full,96,RFR
tn,0.6787080727239563,full,96,RFR
tp,0.5343292779014908,full,96,RFR
random,-0.1131293135124316,full,96,RFR
doc,0.5272369620431042,full,97,RFR
no3,0.3577126305802827,full,97,RFR
tn,0.6693924627261196,full,97,RFR
tp,0.5365585072087252,full,97,RFR
random,-0.1506758825550929,full,97,RFR
doc,0.5170042114130071,full,98,RFR
no3,0.337717532389597,full,98,RFR
tn,0.6756792720019258,full,98,RFR
tp,0.5418329330586488,full,98,RFR
random,-0.1110921719016733,full,98,RFR
doc,0.4955488787190699,full,99,RFR
no3,0.3655491862627953,full,99,RFR
tn,0.6778757077800582,full,99,RFR
tp,0.5365791566708134,full,99,RFR
random,-0.145368313935676,full,99,RFR
doc,0.5592850763649171,full,100,GBR
no3,0.3612781665764558,full,100,GBR
tn,0.6611491995361283,full,100,GBR
tp,0.4874652410415141,full,100,GBR
random,-0.2385092820320233,full,100,GBR
doc,0.5586029720275626,full,101,GBR
no3,0.3457030203873569,full,101,GBR
tn,0.6611491995361283,full,101,GBR
tp,0.4894676530152396,full,101,GBR
random,-0.2363916859916228,full,101,GBR
doc,0.5554349608761001,full,102,GBR
no3,0.3384280427532611,full,102,GBR
tn,0.658749079039052,full,102,GBR
tp,0.4839143231493468,full,102,GBR
random,-0.2433109749422042,full,102,GBR
doc,0.554929625813557,full,103,GBR
no3,0.3464044590441982,full,103,GBR
tn,0.660330902603022,full,103,GBR
tp,0.48325881531764,full,103,GBR
random,-0.234179850443619,full,103,GBR
doc,0.5493553939843666,full,104,GBR
no3,0.3326512601205686,full,104,GBR
tn,0.6604319048412006,full,104,GBR
tp,0.4793212380808063,full,104,GBR
random,-0.2344299754044134,full,104,GBR
doc,0.5572916158595413,full,105,GBR
no3,0.3310657288921507,full,105,GBR
tn,0.6610716352756756,full,105,GBR
tp,0.4870855170216988,full,105,GBR
random,-0.2400610230272888,full,105,GBR
doc,0.5543999635383194,full,106,GBR
no3,0.33879027615408,full,106,GBR
tn,0.658749079039052,full,106,GBR
tp,0.4799442553357361,full,106,GBR
random,-0.232478397739976,full,106,GBR
doc,0.5567020508323911,full,107,GBR
no3,0.3343913730624962,full,107,GBR
tn,0.6611491995361284,full,107,GBR
tp,0.4805571578268132,full,107,GBR
random,-0.2472005999264754,full,107,GBR
doc,0.5514652328684884,full,108,GBR
no3,0.3384387192023934,full,108,GBR
tn,0.6579551949740021,full,108,GBR
tp,0.4807690612178608,full,108,GBR
random,-0.2393528723921185,full,108,GBR
doc,0.5535569368419477,full,109,GBR
no3,0.3414959941485821,full,109,GBR
tn,0.6595673759721583,full,109,GBR
tp,0.4864379542386905,full,109,GBR
random,-0.2339246209887555,full,109,GBR
doc,0.5591437226765974,full,110,GBR
no3,0.3391855975472639,full,110,GBR
tn,0.6611491995361283,full,110,GBR
tp,0.4798465141024486,full,110,GBR
random,-0.2368563606260378,full,110,GBR
doc,0.5561311254929595,full,111,GBR
no3,0.3417600141512972,full,111,GBR
tn,0.6645170679158438,full,111,GBR
tp,0.486945956920125,full,111,GBR
random,-0.2313509083382541,full,111,GBR
doc,0.5596637556206978,full,112,GBR
no3,0.3482636039964414,full,112,GBR
tn,0.6595370185379721,full,112,GBR
tp,0.4795412352587425,full,112,GBR
random,-0.2436257818988918,full,112,GBR
doc,0.5529249687434843,full,113,GBR
no3,0.3371535765540027,full,113,GBR
tn,0.6611491995361283,full,113,GBR
tp,0.4798472181385474,full,113,GBR
random,-0.2365243872936486,full,113,GBR
doc,0.5558242162380129,full,114,GBR
no3,0.3367907789185812,full,114,GBR
tn,0.6579551949740021,full,114,GBR
tp,0.485546415920047,full,114,GBR
random,-0.2334766754481236,full,114,GBR
doc,0.5474123818726406,full,115,GBR
no3,0.3476278698388533,full,115,GBR
tn,0.6595370185379721,full,115,GBR
tp,0.47675856733103,full,115,GBR
random,-0.235087939709863,full,115,GBR
doc,0.5557363638116523,full,116,GBR
no3,0.3419652105511847,full,116,GBR
tn,0.6595370185379721,full,116,GBR
tp,0.484399742914485,full,116,GBR
random,-0.230517800411093,full,116,GBR
doc,0.558399636994098,full,117,GBR
no3,0.3355851095399866,full,117,GBR
tn,0.660330902603022,full,117,GBR
tp,0.4847216936451691,full,117,GBR
random,-0.2308249399656499,full,117,GBR
doc,0.5527504146158586,full,118,GBR
no3,0.3341137743522375,full,118,GBR
tn,0.6604319048412006,full,118,GBR
tp,0.4832315983151559,full,118,GBR
random,-0.2302604678171016,full,118,GBR
doc,0.5521753160623628,full,119,GBR
no3,0.3430810151014297,full,119,GBR
tn,0.660330902603022,full,119,GBR
tp,0.4823037430480866,full,119,GBR
random,-0.2353224305502876,full,119,GBR
doc,0.5530888422017824,full,120,GBR
no3,0.3422669712436188,full,120,GBR
tn,0.6595370185379721,full,120,GBR
tp,0.486658654502575,full,120,GBR
random,-0.232163457217414,full,120,GBR
doc,0.5531767593375433,full,121,GBR
no3,0.3484192306576867,full,121,GBR
tn,0.6611491995361283,full,121,GBR
tp,0.4812177764837881,full,121,GBR
random,-0.2348667235362997,full,121,GBR
doc,0.5584341255273964,full,122,GBR
no3,0.3468476923959697,full,122,GBR
tn,0.660354340580748,full,122,GBR
tp,0.4825060917598974,full,122,GBR
random,-0.2376287191296178,full,122,GBR
doc,0.5615510311155372,full,123,GBR
no3,0.3468186658210078,full,123,GBR
tn,0.6594594542775194,full,123,GBR
tp,0.4886888157321052,full,123,GBR
random,-0.233191711609316,full,123,GBR
doc,0.5535763076638324,full,124,GBR
no3,0.3294697653978753,full,124,GBR
tn,0.6610716352756758,full,124,GBR
tp,0.4727033342419519,full,124,GBR
random,-0.2318257238527155,full,124,GBR
doc,0.5541681593764864,full,125,GBR
no3,0.3507168870989766,full,125,GBR
tn,0.6611491995361283,full,125,GBR
tp,0.4856902941578597,full,125,GBR
random,-0.2327450468616672,full,125,GBR
doc,0.5522372950462415,full,126,GBR
no3,0.3497262903426389,full,126,GBR
tn,0.6603309026030217,full,126,GBR
tp,0.4822782200576075,full,126,GBR
random,-0.2421173649160124,full,126,GBR
doc,0.5519396765546216,full,127,GBR
no3,0.3445425235979417,full,127,GBR
tn,0.663799773220916,full,127,GBR
tp,0.4796813803303673,full,127,GBR
random,-0.2289257002124529,full,127,GBR
doc,0.5475979257179864,full,128,GBR
no3,0.3415174729145608,full,128,GBR
tn,0.6653040325244333,full,128,GBR
tp,0.4808237406744315,full,128,GBR
random,-0.2351655577943461,full,128,GBR
doc,0.5544366851896723,full,129,GBR
no3,0.3392481809683342,full,129,GBR
tn,0.6611491995361283,full,129,GBR
tp,0.4803704732618555,full,129,GBR
random,-0.2324229237820574,full,129,GBR
doc,0.5554817578322665,full,130,GBR
no3,0.3437519221897498,full,130,GBR
tn,0.6604319048412004,full,130,GBR
tp,0.4845759878005877,full,130,GBR
random,-0.2317277401101971,full,130,GBR
doc,0.5519068394689153,full,131,GBR
no3,0.3489179197439268,full,131,GBR
tn,0.6604319048412006,full,131,GBR
tp,0.4851099214627243,full,131,GBR
random,-0.2421096635243647,full,131,GBR
doc,0.5549589040614267,full,132,GBR
no3,0.3476640764830084,full,132,GBR
tn,0.6611491995361283,full,132,GBR
tp,0.4845880704545326,full,132,GBR
random,-0.2341713835047663,full,132,GBR
doc,0.5506540716918488,full,133,GBR
no3,0.3352139340882011,full,133,GBR
tn,0.6611491995361283,full,133,GBR
tp,0.4816330586028465,full,133,GBR
random,-0.2282350667680743,full,133,GBR
doc,0.556125665297941,full,134,GBR
no3,0.3471527333592741,full,134,GBR
tn,0.6595370185379721,full,134,GBR
tp,0.4803539192807198,full,134,GBR
random,-0.241031608206913,full,134,GBR
doc,0.5543967175365159,full,135,GBR
no3,0.3350060704708394,full,135,GBR
tn,0.6604319048412006,full,135,GBR
tp,0.4837222085196108,full,135,GBR
random,-0.2397570368042425,full,135,GBR
doc,0.5574063720887754,full,136,GBR
no3,0.3369829509688289,full,136,GBR
tn,0.6629048869176873,full,136,GBR
tp,0.4829189914432541,full,136,GBR
random,-0.2339223700061212,full,136,GBR
doc,0.5506137803111196,full,137,GBR
no3,0.3341791887522886,full,137,GBR
tn,0.663799773220916,full,137,GBR
tp,0.4878801538124342,full,137,GBR
random,-0.2318898602672559,full,137,GBR
doc,0.557380155793247,full,138,GBR
no3,0.3334033072832169,full,138,GBR
tn,0.660330902603022,full,138,GBR
tp,0.4740712621427648,full,138,GBR
random,-0.2396276901351124,full,138,GBR
doc,0.5577177775394155,full,139,GBR
no3,0.3393013462082481,full,139,GBR
tn,0.6611491995361283,full,139,GBR
tp,0.4789719411281805,full,139,GBR
random,-0.2363517145472049,full,139,GBR
doc,0.5562485417413147,full,140,GBR
no3,0.3427282017791924,full,140,GBR
tn,0.6611491995361283,full,140,GBR
tp,0.4799758224031588,full,140,GBR
random,-0.2383705770365829,full,140,GBR
doc,0.5567238321560044,full,141,GBR
no3,0.3375609114694025,full,141,GBR
tn,0.6595370185379721,full,141,GBR
tp,0.4828095980704346,full,141,GBR
random,-0.2339030254198364,full,141,GBR
doc,0.5518723960389205,full,142,GBR
no3,0.3492951571317059,full,142,GBR
tn,0.6595370185379721,full,142,GBR
tp,0.4811586109650689,full,142,GBR
random,-0.2339004553881118,full,142,GBR
doc,0.5582055421644848,full,143,GBR
no3,0.3345080532286303,full,143,GBR
tn,0.660330902603022,full,143,GBR
tp,0.4820676601607249,full,143,GBR
random,-0.2407614030850375,full,143,GBR
doc,0.5564669963557538,full,144,GBR
no3,0.3487093849698639,full,144,GBR
tn,0.6645170679158438,full,144,GBR
tp,0.4806378296142877,full,144,GBR
random,-0.2405410739672318,full,144,GBR
doc,0.5567491561054725,full,145,GBR
no3,0.3409580382742747,full,145,GBR
tn,0.646866672107059,full,145,GBR
tp,0.4896728454522518,full,145,GBR
random,-0.227022066107279,full,145,GBR
doc,0.5569621047182906,full,146,GBR
no3,0.341376833106766,full,146,GBR
tn,0.660354340580748,full,146,GBR
tp,0.4809666533162076,full,146,GBR
random,-0.2287421555687738,full,146,GBR
doc,0.5503604407532752,full,147,GBR
no3,0.3379125351426989,full,147,GBR
tn,0.6610716352756758,full,147,GBR
tp,0.4863229913877089,full,147,GBR
random,-0.2313266492414352,full,147,GBR
doc,0.5563826028316345,full,148,GBR
no3,0.3423781244688552,full,148,GBR
tn,0.660330902603022,full,148,GBR
tp,0.4804462221711594,full,148,GBR
random,-0.2404256991078597,full,148,GBR
doc,0.5567606805610377,full,149,GBR
no3,0.3320052890416063,full,149,GBR
tn,0.6604319048412006,full,149,GBR
tp,0.4792312819344937,full,149,GBR
random,-0.2335642950364875,full,149,GBR
doc,0.54694288527195,full,150,GBR
no3,0.3501463646064661,full,150,GBR
tn,0.660330902603022,full,150,GBR
tp,0.4752004893352876,full,150,GBR
random,-0.2306002308013093,full,150,GBR
doc,0.5575515776355505,full,151,GBR
no3,0.3507643172152901,full,151,GBR
tn,0.6604319048412004,full,151,GBR
tp,0.4883672088830445,full,151,GBR
random,-0.2350097534962818,full,151,GBR
doc,0.5587270329861149,full,152,GBR
no3,0.3511343063274318,full,152,GBR
tn,0.6610716352756758,full,152,GBR
tp,0.4872502270342105,full,152,GBR
random,-0.2347952585976047,full,152,GBR
doc,0.5569338742841643,full,153,GBR
no3,0.3402781734685621,full,153,GBR
tn,0.6595673759721584,full,153,GBR
tp,0.4832572840976911,full,153,GBR
random,-0.2367738814045135,full,153,GBR
doc,0.552149593386247,full,154,GBR
no3,0.3404267887037827,full,154,GBR
tn,0.6602533383425693,full,154,GBR
tp,0.4774944643303224,full,154,GBR
random,-0.2411348475760653,full,154,GBR
doc,0.5522850993084074,full,155,GBR
no3,0.3521515964441295,full,155,GBR
tn,0.6595370185379721,full,155,GBR
tp,0.4864788484787054,full,155,GBR
random,-0.2271489931989656,full,155,GBR
doc,0.5510017450511113,full,156,GBR
no3,0.3409421109011088,full,156,GBR
tn,0.6645170679158438,full,156,GBR
tp,0.4881502042375558,full,156,GBR
random,-0.2321551844642368,full,156,GBR
doc,0.5594250321862344,full,157,GBR
no3,0.3470633346351399,full,157,GBR
tn,0.6579551949740019,full,157,GBR
tp,0.4844664438647603,full,157,GBR
random,-0.2317868773174374,full,157,GBR
doc,0.5531290102181772,full,158,GBR
no3,0.3436116281831897,full,158,GBR
tn,0.6604319048412006,full,158,GBR
tp,0.4846901298149415,full,158,GBR
random,-0.2286372305594568,full,158,GBR
doc,0.556553188799835,full,159,GBR
no3,0.3412070295142614,full,159,GBR
tn,0.660330902603022,full,159,GBR
tp,0.4840022522569426,full,159,GBR
random,-0.2390297294202132,full,159,GBR
doc,0.5500332162543664,full,160,GBR
no3,0.3428247957551901,full,160,GBR
tn,0.6604319048412006,full,160,GBR
tp,0.482173919515424,full,160,GBR
random,-0.2353235760397907,full,160,GBR
doc,0.5545978018397957,full,161,GBR
no3,0.3592531992450865,full,161,GBR
tn,0.6604319048412006,full,161,GBR
tp,0.487393340404172,full,161,GBR
random,-0.235656884435071,full,161,GBR
doc,0.5503462583313818,full,162,GBR
no3,0.3498841253381443,full,162,GBR
tn,0.6602533383425693,full,162,GBR
tp,0.4807214649871781,full,162,GBR
random,-0.2463346222815996,full,162,GBR
doc,0.5574962455935839,full,163,GBR
no3,0.3432438829101283,full,163,GBR
tn,0.6579551949740019,full,163,GBR
tp,0.4798970633985583,full,163,GBR
random,-0.244149131003728,full,163,GBR
doc,0.550607213709605,full,164,GBR
no3,0.3387150329287398,full,164,GBR
tn,0.660330902603022,full,164,GBR
tp,0.482639644833294,full,164,GBR
random,-0.2352477954136482,full,164,GBR
doc,0.5497506362900431,full,165,GBR
no3,0.3381529502711105,full,165,GBR
tn,0.666021327219361,full,165,GBR
tp,0.4818982078769717,full,165,GBR
random,-0.2352273631194288,full,165,GBR
doc,0.5605334652009355,full,166,GBR
no3,0.3403023802485125,full,166,GBR
tn,0.6611491995361284,full,166,GBR
tp,0.4888359791952315,full,166,GBR
random,-0.2352186987564151,full,166,GBR
doc,0.5569763157735234,full,167,GBR
no3,0.3323768628448587,full,167,GBR
tn,0.6603309026030219,full,167,GBR
tp,0.4820164511890548,full,167,GBR
random,-0.2304065835837485,full,167,GBR
doc,0.561365461550853,full,168,GBR
no3,0.3334535205285257,full,168,GBR
tn,0.6611491995361285,full,168,GBR
tp,0.4847480762490588,full,168,GBR
random,-0.2285938109698786,full,168,GBR
doc,0.5537523510139286,full,169,GBR
no3,0.3455759239937218,full,169,GBR
tn,0.6610716352756756,full,169,GBR
tp,0.4835724263989459,full,169,GBR
random,-0.2335766857947869,full,169,GBR
doc,0.5483748788982923,full,170,GBR
no3,0.3521281883205402,full,170,GBR
tn,0.660330902603022,full,170,GBR
